18854:
 num     #instances         #bytes  class name (module)
2595:             1             24  org.apache.logging.log4j.util.LazyBoolean
2596:             1             24  org.apache.logging.log4j.util.PropertiesUtil$Environment
2597:             1             24  org.apache.logging.log4j.util.PropertyFilePropertySource
2598:             1             24  org.slf4j.helpers.BasicMDCAdapter
2599:             1             24  org.slf4j.helpers.BasicMDCAdapter$1
2600:             1             24  org.slf4j.helpers.NOP_FallbackServiceProvider
2601:             1             24  org.slf4j.helpers.SubstituteLoggerFactory
2602:             1             24  org.slf4j.helpers.SubstituteServiceProvider
2603:             1             24  oteldemo.AdService
2604:             1             24  oteldemo.AdService$$Lambda/0x00007f5a8e574c50
2605:             1             24  oteldemo.AdServiceGrpc$MethodHandlers
2606:             1             24  oteldemo.problempattern.CPULoad
2607:             1             24  sun.management.RuntimeImpl (java.management@21.0.6)
2608:             1             24  sun.management.VMManagementImpl (java.management@21.0.6)
2609:             1             24  sun.net.sdp.SdpProvider (java.base@21.0.6)
2610:             1             24  sun.net.www.protocol.http.Handler (java.base@21.0.6)
2611:             1             24  sun.net.www.protocol.jar.JarURLConnection$JarURLInputStream (java.base@21.0.6)
2612:             1             24  sun.nio.cs.ISO_8859_1 (java.base@21.0.6)
2613:             1             24  sun.nio.cs.StandardCharsets (java.base@21.0.6)
2614:             1             24  sun.nio.cs.US_ASCII (java.base@21.0.6)
2615:             1             24  sun.nio.cs.UTF_16 (java.base@21.0.6)
2616:             1             24  sun.nio.cs.UTF_16BE (java.base@21.0.6)
2617:             1             24  sun.nio.cs.UTF_16LE (java.base@21.0.6)
2618:             1             24  sun.nio.cs.UTF_8 (java.base@21.0.6)
2619:             1             24  sun.reflect.annotation.TypeAnnotation$LocationInfo (java.base@21.0.6)
2620:             1             24  sun.reflect.generics.reflectiveObjects.WildcardTypeImpl (java.base@21.0.6)
2621:             1             24  sun.reflect.generics.scope.MethodScope (java.base@21.0.6)
2622:             1             24  sun.util.cldr.CLDRCalendarDataProviderImpl (java.base@21.0.6)
2623:             1             24  sun.util.locale.BaseLocale$Cache (java.base@21.0.6)
2624:             1             24  sun.util.locale.provider.CalendarProviderImpl (java.base@21.0.6)
2625:             1             24  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@21.0.6)
2626:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@21.0.6)
2627:             1             24  sun.util.locale.provider.LocaleServiceProviderPool (java.base@21.0.6)
2628:             1             24  sun.util.locale.provider.NumberFormatProviderImpl (java.base@21.0.6)
2629:             1             16  [Lcom.fasterxml.jackson.databind.util.ClassUtil$Ctor;
2630:             1             16  [Lio.grpc.StreamTracer;
2631:             1             16  [Lio.netty.util.DefaultAttributeMap$DefaultAttribute;
2632:             1             16  [Lio.opentelemetry.exporter.internal.otlp.KeyValueMarshaler;
2633:             1             16  [Ljava.lang.management.LockInfo; (java.management@21.0.6)
2634:             1             16  [Ljava.lang.management.MonitorInfo; (java.management@21.0.6)
2635:             1             16  [Ljava.lang.reflect.AnnotatedType; (java.base@21.0.6)
2636:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@21.0.6)
2637:             1             16  [Ljava.security.Provider; (java.base@21.0.6)
2638:             1             16  [Ljava.security.cert.X509Certificate; (java.base@21.0.6)
2639:             1             16  [Ljava.text.FieldPosition; (java.base@21.0.6)
2640:             1             16  [Ljava.time.LocalDateTime; (java.base@21.0.6)
2641:             1             16  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@21.0.6)
2642:             1             16  [Ljava.util.logging.Handler; (java.logging@21.0.6)
2643:             1             16  [Ljavax.management.ObjectName$Property; (java.management@21.0.6)
2644:             1             16  [Ljavax.security.cert.X509Certificate; (java.base@21.0.6)
2645:             1             16  [Lorg.apache.logging.log4j.Level;
2646:             1             16  [Lorg.apache.logging.log4j.core.Appender;
2647:             1             16  [Lorg.apache.logging.log4j.core.pattern.FormattingInfo;
2648:             1             16  [Lorg.apache.logging.log4j.core.pattern.PatternFormatter;
2649:             1             16  [Lorg.apache.logging.log4j.spi.LoggerContext;
2650:             1             16  [Lorg.objectweb.asm.Attribute;
2651:             1             16  [Lsun.reflect.annotation.TypeAnnotation$LocationInfo$Location; (java.base@21.0.6)
2652:             1             16  com.fasterxml.jackson.core.StreamWriteConstraints
2653:             1             16  com.fasterxml.jackson.core.io.JsonStringEncoder
2654:             1             16  com.fasterxml.jackson.core.io.JsonStringEncoder
2655:             1             16  com.fasterxml.jackson.core.util.JacksonFeatureSet
2656:             1             16  com.fasterxml.jackson.core.util.JsonRecyclerPools$ThreadLocalPool
2657:             1             16  com.fasterxml.jackson.databind.ext.Java7SupportImpl
2658:             1             16  com.fasterxml.jackson.databind.jsontype.impl.LaissezFaireSubTypeValidator
2659:             1             16  com.fasterxml.jackson.databind.type.TypeParser
2660:             1             16  com.google.cloud.opentelemetry.detection.EnvironmentVariables$$Lambda/0x00007f5a8e15d518
2661:             1             16  com.google.common.base.CharMatcher$Is
2662:             1             16  com.google.common.base.CharMatcher$None
2663:             1             16  com.google.common.base.CharMatcher$Whitespace
2664:             1             16  com.google.common.base.Joiner
2665:             1             16  com.google.common.base.Platform$JdkPatternCompiler
2666:             1             16  com.google.common.base.Splitter$1
2667:             1             16  com.google.common.base.Ticker$1
2668:             1             16  com.google.common.collect.ImmutableMultimap$Values
2669:             1             16  com.google.common.collect.RegularImmutableMap$Values
2670:             1             16  com.google.common.util.concurrent.AbstractFuture$UnsafeAtomicHelper
2671:             1             16  com.google.protobuf.ByteString$2
2672:             1             16  com.google.protobuf.ByteString$ArraysByteArrayCopier
2673:             1             16  com.google.protobuf.DescriptorMessageInfoFactory
2674:             1             16  com.google.protobuf.DescriptorProtos$DescriptorProto$1
2675:             1             16  com.google.protobuf.DescriptorProtos$DescriptorProto$ExtensionRange$1
2676:             1             16  com.google.protobuf.DescriptorProtos$DescriptorProto$ReservedRange$1
2677:             1             16  com.google.protobuf.DescriptorProtos$Edition$1
2678:             1             16  com.google.protobuf.DescriptorProtos$EnumDescriptorProto$1
2679:             1             16  com.google.protobuf.DescriptorProtos$EnumDescriptorProto$EnumReservedRange$1
2680:             1             16  com.google.protobuf.DescriptorProtos$EnumOptions$1
2681:             1             16  com.google.protobuf.DescriptorProtos$EnumValueDescriptorProto$1
2682:             1             16  com.google.protobuf.DescriptorProtos$EnumValueOptions$1
2683:             1             16  com.google.protobuf.DescriptorProtos$FeatureSet$1
2684:             1             16  com.google.protobuf.DescriptorProtos$FeatureSet$EnforceNamingStyle$1
2685:             1             16  com.google.protobuf.DescriptorProtos$FeatureSet$EnumType$1
2686:             1             16  com.google.protobuf.DescriptorProtos$FeatureSet$FieldPresence$1
2687:             1             16  com.google.protobuf.DescriptorProtos$FeatureSet$JsonFormat$1
2688:             1             16  com.google.protobuf.DescriptorProtos$FeatureSet$MessageEncoding$1
2689:             1             16  com.google.protobuf.DescriptorProtos$FeatureSet$RepeatedFieldEncoding$1
2690:             1             16  com.google.protobuf.DescriptorProtos$FeatureSet$Utf8Validation$1
2691:             1             16  com.google.protobuf.DescriptorProtos$FeatureSetDefaults$1
2692:             1             16  com.google.protobuf.DescriptorProtos$FeatureSetDefaults$FeatureSetEditionDefault$1
2693:             1             16  com.google.protobuf.DescriptorProtos$FieldDescriptorProto$1
2694:             1             16  com.google.protobuf.DescriptorProtos$FieldDescriptorProto$Label$1
2695:             1             16  com.google.protobuf.DescriptorProtos$FieldDescriptorProto$Type$1
2696:             1             16  com.google.protobuf.DescriptorProtos$FieldOptions$1
2697:             1             16  com.google.protobuf.DescriptorProtos$FieldOptions$2
2698:             1             16  com.google.protobuf.DescriptorProtos$FieldOptions$EditionDefault$1
2699:             1             16  com.google.protobuf.DescriptorProtos$FieldOptions$FeatureSupport$1
2700:             1             16  com.google.protobuf.DescriptorProtos$FieldOptions$OptionRetention$1
2701:             1             16  com.google.protobuf.DescriptorProtos$FieldOptions$OptionTargetType$1
2702:             1             16  com.google.protobuf.DescriptorProtos$FileDescriptorProto$1
2703:             1             16  com.google.protobuf.DescriptorProtos$FileOptions$1
2704:             1             16  com.google.protobuf.DescriptorProtos$FileOptions$OptimizeMode$1
2705:             1             16  com.google.protobuf.DescriptorProtos$MessageOptions$1
2706:             1             16  com.google.protobuf.DescriptorProtos$MethodDescriptorProto$1
2707:             1             16  com.google.protobuf.DescriptorProtos$MethodOptions$1
2708:             1             16  com.google.protobuf.DescriptorProtos$OneofDescriptorProto$1
2709:             1             16  com.google.protobuf.DescriptorProtos$OneofOptions$1
2710:             1             16  com.google.protobuf.DescriptorProtos$ServiceDescriptorProto$1
2711:             1             16  com.google.protobuf.DescriptorProtos$ServiceOptions$1
2712:             1             16  com.google.protobuf.Descriptors$EnumValueDescriptor$1
2713:             1             16  com.google.protobuf.Descriptors$EnumValueDescriptor$2
2714:             1             16  com.google.protobuf.Descriptors$FieldDescriptor$1
2715:             1             16  com.google.protobuf.ExtensionRegistryLite
2716:             1             16  com.google.protobuf.GeneratedMessageInfoFactory
2717:             1             16  com.google.protobuf.JavaFeaturesProto$JavaFeatures$1
2718:             1             16  com.google.protobuf.JavaFeaturesProto$JavaFeatures$Utf8Validation$1
2719:             1             16  com.google.protobuf.ManifestSchemaFactory
2720:             1             16  com.google.protobuf.ManifestSchemaFactory$1
2721:             1             16  com.google.protobuf.ManifestSchemaFactory$CompositeMessageInfoFactory
2722:             1             16  com.google.protobuf.MapEntry$Metadata$1
2723:             1             16  com.google.protobuf.Struct$1
2724:             1             16  com.google.protobuf.Struct$Builder$FieldsConverter
2725:             1             16  com.google.protobuf.UnknownFieldSet
2726:             1             16  com.google.protobuf.UnknownFieldSet$Parser
2727:             1             16  com.google.protobuf.UnsafeUtil$JvmMemoryAccessor
2728:             1             16  com.google.protobuf.Utf8$UnsafeProcessor
2729:             1             16  com.google.protobuf.Value$1
2730:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda/0x00007f5a8e172f30 (jdk.management@21.0.6)
